business_name,Address,Founded / Registration Date,Erloschen / Took possesion,Expiration Date
Simon Nosseck,"Klosterstr. 43,  Berlin",1901,1940,
Martin Wangenheim,"Klosterstr. 44,  Berlin",1904,1937,
Gewerbefleiß Werkstätten für Massenbedarf Simon Rector,"Klosterstr. 45,  Berlin",1918,1938,
Be-Ha-We Berliner Herrenwäsche Fabrikationsgesellschaft mbH,"Klosterstr. 45,  Berlin",1921,1939,
Simon Rector,"Klosterstr. 45,  Berlin",1915,1939,
Kloster-Apotheke Signe Ohnstein,"Klosterstr. 6,  Berlin",1935,1936,
Felix Engel,"Klosterstr. 60/61,  Berlin",1926,1939,1939
Siegfried Hirsch Schuhwaren,"Klosterstr. 60/61,  Berlin",1921,1938,
Hermann Krumnow,"Klosterstr. 63,  Berlin",1903,1938,1939
Gebr. Tietz,"Klosterstr. 64,  Berlin",1900,1937,
Sichel & Co,"Klosterstr. 65/67,  Berlin",1919,1938,1940
Albert & Bruno Fischer,"Klosterstr. 67,  Berlin",1929,1940,
Immunitas Gesellschaft für Anstaltsbedarf mbH,"Klosterstr. 7/9,  Berlin",1926,1936,
Burger & Brand,"Klosterstr. 7/9,  Berlin",1933,1940,
"Josef Bacharach, Hersfeld mit Zweigniederlassung in Berlin","Klosterstr. 70,  Berlin",1934,1939,1943
Hermann Goldkraut,"Klosterstr. 73,  Berlin",1902,1939,1939
Arthur Jachmann,"Klosterstr. 77/78,  Berlin",1903,1939,
"Robert Rothe, Inhaber Hermann Herzfeld","Klosterstr. 8/9,  Berlin",1922,1938,
Julius Hartstein,"Klosterstr. 8/9,  Berlin",1900,1939,
Gebrüder Simon Textil-AG,"Klosterstr. 80/85,  Berlin",1929,1937,
Weinberg & Gutmann,"Klosterstr. 87,  Berlin",1904,1939,1941
Wäschefabrikation Centrum Leo Rosenberg,"Klosterstr. 87,  Berlin",1919,1939,1940
Gebrüder Putzrath,"Klosterstr. 87,  Berlin",1919,1936,
Weihl & Feld,"Klosterstr. 87,  Berlin",1922,1941,
Joseph Sternberg,"Klosterstr. 88/90,  Berlin",1921,1938,1940
Hermann Rosenberg,"Klosterstr. 88/90,  Berlin",1927,1932,1933
Gardinenfabrik Georg Berliner,"Klosterstr. 88/90,  Berlin",1916,1930,1932
Textil-Versand Alfred Feige,"Klosterstr. 88/90,  Berlin",1929,1939,
Gebrüder Hoffmann,"Klosterstr. 9/10,  Berlin",1900,,
Julius Brummer,"Klosterstr. 91,  Berlin",1924,1938,1939
"Stela Strümpfe, Wäsche Alfred und Max Pollack","Klosterstr. 91,  Berlin",1934,1938,1939
Gebr. Joachimsthal GmbH,"Klosterstr. 91,  Berlin",1932,1933,1934
Adebek Auskunftei GmbH,"Klosterstr. 92,  Berlin",1926,1936,
Max Wolff Baumwollwaren,"Klosterstr. 92,  Berlin",1919,1938,
Julius Markus,"Klosterstr. 92,  Berlin",1910,1940,
A. Kaminsky,"Klosterstr. 97,  Berlin",1902,1940,
Benno Gleitzmann,"Klosterstr. 98,  Berlin",1912,1939,1939
Hermann Leder,"Klosterstr. 99,  Berlin",1907,1939,
Orbach & Ucko,"Klosterstr. 99,  Berlin",1920,1939,
Hedwig Oelsner,"Kluckstr.  36,  Berlin",,,
Bruno Löwenberg,"Kluckstr. 6,  Berlin",1933,1938,
Eden Verlag GmbH,"Knausstr. 14,  Berlin",1926,1935,
"Isidor Eisner, Vertreter","Knesebeckstr.  18,  Berlin",,,
Ida Fischmann,"Knesebeckstr.  20,  Berlin",,,
Hellmuth Anders,"Knesebeckstr.  22,  Berlin",,,
H. Wernery,"Knesebeckstr.  29,  Berlin",,,
Johanna Friedländer,"Knesebeckstr.  32,  Berlin",,,
Elsbeth Zacharias,"Knesebeckstr.  46,  Berlin",,,
Pension Ingrid,"Knesebeckstr.  46,  Berlin",,,
Modesalon Claire Glaser,"Knesebeckstr.  52,  Berlin",,,
Pension Roma,"Knesebeckstr.  70,  Berlin",,,
Heinrich Scharf,"Knesebeckstr.  93,  Berlin",,,
Siegfried Hollaender,"Knesebeckstr. 20/21,  Berlin",1934,1940,
Leopold Glaser,"Knesebeckstr. 28,  Berlin",1904,1935,
Leopold Holländer,"Knesebeckstr. 29,  Berlin",1916,1937,
Verlag Ost und West Leo Winz,"Knesebeckstr. 32,  Berlin",1907,1937,
Jean Lessler,"Knesebeckstr. 39,  Berlin",1900,1937,
Franz M. Prager,"Knesebeckstr. 43/44,  Berlin",1924,,
Fritz Matern Kohlenhandels-GmbH,"Knesebeckstr. 5,  Berlin",1927,,
Max Fraenkel Regierungs-Baumeister a. D.,"Knesebeckstr. 52/53,  Berlin",1904,1938,
Ewer Buchhandlung GmbH,"Knesebeckstr. 54/55,  Berlin",1928,1933,
Eigenhausbauten für Stadt und Land GmbH,"Knesebeckstr. 59/60,  Berlin",1919,1939,
Rudolf Meyer,"Knesebeckstr. 6/7,  Berlin",1935,1940,
Oschinsky & Brieger,"Knesebeckstr. 73,  Berlin",1902,1935,
Siegfried Grünberger,"Knesebeckstr. 81,  Berlin",1922,1939,
Ignatz Hantke & Co,"Knesebeckstr. 86/87,  Berlin",1902,1939,
J. Altschul & Co,"Knesebeckstr. 96,  Berlin",1927,1938,
Bellerstein & Wahren GmbH,"Knesebeckstr. 96,  Berlin",1920,,
Siegbert Rein,"Kniephofstr. 51,  Berlin",1927,1933,
Schuhvertrieb Kniprode Leo Mendelsohn,"Kniprodestr. 118,  Berlin",1925,1937,
Franz Ochotzki,"Knobelsdorffstr.  11,  Berlin",,,
Borussia Apotheke Dr. Max Dehmel Nachfolger,"Knobelsdorffstr. 1,  Berlin",1902,1936,
Julius Josef Löwenberg,"Knobelsdorffstr. 40,  Berlin",1923,1937,
Krucz & Zöllner,"Knobelsdorffstr. 56,  Berlin",1924,1939,
Frimeta Dörfler Partiewarenhandel,"Koblanckstr. 1a,  Berlin",1935,1939,
Franz Süßmann,"Koblenzer Str. 13,  Berlin",1919,1939,
"Joseph Zenober Häuser Verwaltungs, Instandsetzungs- und Immobilienbüro","Kochhannstr. 39,  Berlin",1926,1938,1939
Artur Bander,"Kochstr.  14,  Berlin",,,
Sigmund Stern,"Kochstr.  14,  Berlin",,,
Groß,"Kochstr.  27,  Berlin",,,
Isidor Glaß,"Kochstr.  27,  Berlin",,,
Sagall,"Kochstr.  39,  Berlin",,,
Adolf Strahl,"Kochstr.  4,  Berlin",,,
Golde Vogler,"Kochstr.  45,  Berlin",,,
Martin Davidsohn,"Kochstr.  50,  Berlin",,,
Kurt Cohn,"Kochstr.  54,  Berlin",,,
Lichtenstein,"Kochstr.  9,  Berlin",,,
Ospa,"Kochstr.  9,  Berlin",,,
Hisa-Film-Vertriebs-GmbH,"Kochstr. 18,  Berlin",1925,1936,
Cine-Allianz Tonfilm Produktionsgesellschaft mbH,"Kochstr. 18,  Berlin",1935,,
Josef Roßbach,"Kochstr. 20,  Berlin",1920,1938,
Luitpold Landmann,"Kochstr. 22,  Berlin",1920,1939,
Ullstein AG,"Kochstr. 22/26,  Berlin",1921,1937,
The New York Times GmbH Wide World Photos,"Kochstr. 28,  Berlin",1927,1935,1937
Robert Ehrlich,"Kochstr. 3,  Berlin",1927,1939,
Max Neufeld & Co,"Kochstr. 30,  Berlin",1921,1936,
Julius Jeidel,"Kochstr. 32,  Berlin",1906,1939,
Industrie- und Exportcompagnie GmbH,"Kochstr. 32,  Berlin",1929,1941,
Reinhold Kühn AG,"Kochstr. 4/5,  Berlin",1921,,
Grün & Zöllner,"Kochstr. 44/45,  Berlin",1922,1940,
Rumpler-Vorntrieb GmbH,"Kochstr. 53,  Berlin",1928,1930,1933
Arthur Dahlheim Gemälde Salons vereinigter Künstler,"Kochstr. 6/7,  Berlin",1904,1935,
H. Lipke,"Kochstr. 6/7,  Berlin",1902,1935,
Keller & Reiner GmbH,"Kochstr. 6/7,  Berlin",1914,1935,
Deutscher Film Zeitungsdienst GmbH,"Kochstr. 6/7,  Berlin",1920,1939,
Basel & Höfer,"Kochstr. 62,  Berlin",1927,1938,
Benno Meyer Ledermöbel-Fabrik,"Kochstr. 62,  Berlin",1921,1939,
Gebrüder Fleischer,"Kochstr. 62,  Berlin",1906,1941,
Zoellner Werke AG für Farben und Lackfabrikation vorm. S. H. Cohn,"Köllnische Allee 60/74,  Berlin",1936-09-10 0:00:00,1936,
Georg Wiener Bau & Nutzholzhandlung,"Köllnisches Ufer 29/31,  Berlin",1906,1939,
Moritz Dobrin,"Köllnisches Ufer 66/68,  Berlin",1908,1933,
"Gustav Adolf Apotheke und Drogenhandlung, Fabrik chem.pharm.kosmet. Präparate und Versandgeschäft; Generaldepot der Dr. Barsikow'schen Hefe-Präparate Curt Treitel","Koloniestr. 1,  Berlin",1904,1939,
Ferdy Seligmann,"Kolonnenstr.  5,  Berlin",,,
Regina Schabinski,"Kolonnenstr.  54,  Berlin",,,
Wilhelm Hermann Lesser,"Kolonnenstr. 10/11,  Berlin",1903,1937,1938
Bernhard Wyan,"Kolonnenstr. 12,  Berlin",1922,1938,1940
"Brückner, Lampe & Co AG","Kolonnenstr. 29,  Berlin",1923,1934,
Nathan Weiß,"Kolonnenstr. 3,  Berlin",1909,1939,
Dekla Das Kleinwarenhaus Haus Freyhan,"Kolonnenstr. 8/9,  Berlin",1937,1938,
"Zschopauer Motorenwerke Jörgen Skafte Rasmussen, Büro Berlin, GmbH","Kommandantenstr 63/65,  Berlin",1932,,
Theophil Aschheim,"Kommandantenstr, 10/11,  Berlin",1925,1938,
Willi Orth,"Kommandantenstr.  25,  Berlin",,,
Manfred Gruber,"Kommandantenstr.  32,  Berlin",,,
Kaffee zum Wiener,"Kommandantenstr.  44,  Berlin",,,
Nachfl. H. Hess,"Kommandantenstr.  51,  Berlin",,,
Blumenthal,"Kommandantenstr.  6,  Berlin",,,
A. Goldbruch,"Kommandantenstr.  66,  Berlin",,,
Dreifuss & Co,"Kommandantenstr. 1/2,  Berlin",1902,1938,
H. Neumann & Co Damenhutfabrikation,"Kommandantenstr. 10/11,  Berlin",1927,1938,1940
Lewit & Wedel,"Kommandantenstr. 10/11,  Berlin",1911,1937,
Alexander Rosenberg KG,"Kommandantenstr. 10/11,  Berlin",1913,1939,
Hans Brandt,"Kommandantenstr. 10/11,  Berlin",1934,1939,
Richard E. Cohn,"Kommandantenstr. 12/13,  Berlin",1908,1939,1939
Nelson & Co GmbH,"Kommandantenstr. 12/13,  Berlin",1932,1939,1940
Georg Philippsborn,"Kommandantenstr. 12/13,  Berlin",1912,1939,
Wilhelm Pollack,"Kommandantenstr. 12/13,  Berlin",1912,1940,
L. Silbermann & Cie.,"Kommandantenstr. 14,  Berlin",1909,1935,
Gebr. Kahane,"Kommandantenstr. 14,  Berlin",1895,1938,
Roigk & Schendel,"Kommandantenstr. 14,  Berlin",1925,1939,
Fahrradhaus Alka Alfred Kaphan,"Kommandantenstr. 15,  Berlin",1913,1937,
Max Masius,"Kommandantenstr. 15,  Berlin",1911,1937,
Berthold Hammel,"Kommandantenstr. 15,  Berlin",1911,1941,
Steinberg & Krebs GmbH,"Kommandantenstr. 16,  Berlin",1927,1935,
Isidor Jacobson,"Kommandantenstr. 16,  Berlin",1928,1939,
Leo Kahan,"Kommandantenstr. 16,  Berlin",1930,1939,
Siegfried Tradelius & Co,"Kommandantenstr. 17,  Berlin",1919,1938,1941
Cohn & Eichel,"Kommandantenstr. 17,  Berlin",1901,1939,1940
A. Haubenschild,"Kommandantenstr. 17,  Berlin",1912,1938,
Donig & Lambert,"Kommandantenstr. 17,  Berlin",1934,1939,
Hurtig & Jacob,"Kommandantenstr. 17,  Berlin",1921,1940,
Traube & Co Damenhutfabrikation,"Kommandantenstr. 18,  Berlin",1937,1938,1938
Leo Bluhm,"Kommandantenstr. 18,  Berlin",1907,1937,
Eduard Naumann,"Kommandantenstr. 18,  Berlin",1901,1939,
A. Goldstein KG,"Kommandantenstr. 19,  Berlin",1935,1938,1939
Ellson & Co,"Kommandantenstr. 20,  Berlin",1937,1938,
Hutfabrik Grotehenn & Co GmbH,"Kommandantenstr. 20/21,  Berlin",1932,1938,1939
Martin Gülzow & Co,"Kommandantenstr. 20/21,  Berlin",1900,1937,
Lachmann & Pincus,"Kommandantenstr. 20/21,  Berlin",1901,1938,
A. & S. Segall,"Kommandantenstr. 20/21,  Berlin",1901,1939,
Friedlaender & van der Wyk,"Kommandantenstr. 20/21,  Berlin",1919,1939,
Paul Silberberg,"Kommandantenstr. 22,  Berlin",1938,1940,
Jaques Rosenthal,"Kommandantenstr. 27,  Berlin",1922,1941,
Klein & Cie,"Kommandantenstr. 28,  Berlin",1885,1938,
Julius Robitschek Agentur u. Commission,"Kommandantenstr. 3,  Berlin",1936,1939,
Julius Loeb Rauchwaren und Pelzkonfektion,"Kommandantenstr. 3/4,  Berlin",1932,1939,1939
Eisenberg & Arndt,"Kommandantenstr. 3/4,  Berlin",1912,1936,
Carl Kriener,"Kommandantenstr. 3/4,  Berlin",1905,1938,
Louis Hoffmann,"Kommandantenstr. 3/4,  Berlin",1911,1938,
Gebrüder Karantbeiwel GmbH,"Kommandantenstr. 3/4,  Berlin",1922,1940,
Globus Schreib- und Rechenmaschinen-Vertrieb Maurus Löwy,"Kommandantenstr. 32,  Berlin",1936,1941,
Benno Eisenstädt,"Kommandantenstr. 36,  Berlin",1915,1937,
Anschel Kellsohn Leder und Lederwaren,"Kommandantenstr. 37,  Berlin",1930,1939,1939
Ali-Bar Betriebsgesellschaft mbH,"Kommandantenstr. 44,  Berlin",1921,1938,
Haus und Land Grundstücks-AG,"Kommandantenstr. 45,  Berlin",1935,1922,
H. Heß Nachf.,"Kommandantenstr. 51,  Berlin",1901,1938,1939
Corona Atelier für Reklamekunst Max Jacoby,"Kommandantenstr. 58/59,  Berlin",1924,1938,
Simon Neumann,"Kommandantenstr. 58/59,  Berlin",1903,1939,
V. Waschke & Co,"Kommandantenstr. 58/59,  Berlin",1922,1941,
Jason Kunstanstalt für Reklame Jacoby & Sohn KG,"Kommandantenstr. 58/59,  Berlin",1922,1942,
Julius Loeb,"Kommandantenstr. 5a 2,  Berlin",1924,1930,1932
Zefan-GmbH,"Kommandantenstr. 5a,  Berlin",1919,1939,1941
Feibusch & Co Damenhüte,"Kommandantenstr. 5a/6,  Berlin",1938,1938,1939
Feibusch & Co,"Kommandantenstr. 5a/6,  Berlin",1919,1939,
Leopold Koenigsberger,"Kommandantenstr. 6,  Berlin",1901,1938,
"Josef J. Pan, Berlin-Gablonz","Kommandantenstr. 62,  Berlin",1914,1938,
Max M. Weinreich,"Kommandantenstr. 62,  Berlin",1925,1938,
Philipp Solms,"Kommandantenstr. 63/64,  Berlin",1927,1939,
Alfred J. Stern,"Kommandantenstr. 7/9,  Berlin",1930,1941,
Echt & Bogner,"Kommandantenstr. 70,  Berlin",1937,1940,
Julius Rost,"Kommandantenstr. 70,  Berlin",1919,1941,
Ginnow & Schlesinger,"Kommandantenstr. 70,  Berlin",1938,1942,
Louis Wachsner & Co,"Kommandantenstr. 71,  Berlin",1918,1941,
David Feilchenfeld,"Kommandantenstr. 72,  Berlin",1930,1937,
Barenblatt & Co,"Kommandantenstr. 72,  Berlin",1936,1939,
Bachmann & Loewenstein,"Kommandantenstr. 76,  Berlin",1913,1938,
Gertrud Sobotker,"Kommandantenstr. 76,  Berlin",1934,1939,
Max Schlamm,"Kommandantenstr. 76,  Berlin",1926,1941,
B. Levin GmbH,"Kommandantenstr. 77,  Berlin",1920,1937,
Gebrüder Droller,"Kommandantenstr. 77/78,  Berlin",1908,1939,1939
Edwin Rosenthal GmbH,"Kommandantenstr. 77/78,  Berlin",1930,1937,1938
Hugo Loewy,"Kommandantenstr. 77/78,  Berlin",1900,1937,
Jul. Hecht & Co,"Kommandantenstr. 77/78,  Berlin",1920,1939,
S. Katz Straußfedernfabrik,"Kommandantenstr. 77/79,  Berlin",1901,1940,
"Dagobert Meyhardt, Dekorationsbedarf, Großhandel und Fabrikation","Kommandantenstr. 78,  Berlin",1932,1938,1938
Gebrüder Friede,"Kommandantenstr. 78,  Berlin",1912,,1932
"Textilgroßhandlung Gebrüder Sklarek Max, Leo, Willy Sklarek","Kommandantenstr. 80/81,  Berlin",1928,1933,
Kaiser & Co,"Kommandantenstr. 82,  Berlin",1923,1939,
Fritz Preuß,"Kommandantenstr. 83,  Berlin",1935,1939,
Benno Glogauer,"Kommandantenstr. 84,  Berlin",1926,1939,1941
Adedap Julius Gold,"Kommandantenstr. 84,  Berlin",1934,1940,
Jacob & Richter,"Kommandantenstr. 85/86,  Berlin",1887,1936,1938
"Sacks, Obert & Co","Kommandantenstr. 85/86,  Berlin",1909,1939,
"Jacob & Richter - Siegmund Strauß jr., Vereinigte Spitzenhäuser AG","Kommandantenstr. 85/86,  Berlin",1927,1930,
Kallmann & Rosenbaum,"Kommandantenstr. 86,  Berlin",1920,1936,
Ignatz Warschawski,"Kommandantenstr. 87,  Berlin",1936,1939,1941
Gallinger & Nenke,"Kommandantenstr. 87,  Berlin",1905,1939,1940
Herzfeld & Petzall,"Kommandantenstr. 89,  Berlin",1905,1938,
Levy & Hanauer,"Kommandantenstr. 89,  Berlin",1911,1938,
Alfred Litten,"Kommandantenstr. 89,  Berlin",1919,1939,
Regina Löwinsohn,"Kommandantenstr. 89,  Berlin",1934,1939,
"Te-Gro, Textilgroßhandlung Heinz Rautenberg","Kommandantenstr. 89,  Berlin",1936,1940,
Samuel Lachs,"Köngisberger Str. 33,  Berlin",1921,1938,
A. Ritter Nachfolger Apotheker Otto Kraushaar,"Königgrätzer Str.  (Saarlandstr.) 105,  Berlin",1903,1936,
Oscar Schmaltz GmbH,"Königgrätzer Str.  (Saarlandstr.) 25,  Berlin",1917,1938,
Pfeil-Verlag GmbH,"Königgrätzer Str.  (Saarlandstr.) 27,  Berlin",1919,1936,
B. Seiden & Co,"Königgrätzer Str.  (Saarlandstr.) 56,  Berlin",1920,1939,1940
Arthur Jacobi,"Königgrätzer Str.  (Saarlandstr.) 65,  Berlin",1902,1931,
Heraklit Grundstücksverwertungs-AG,"Königgrätzer Str.  (Saarlandstr.) 72,  Berlin",1922,1939,1940
Emil Heinicke AG,"Königgrätzer Str.  (Saarlandstr.) 72,  Berlin",1911,1936,
K. Loebenstein,"Königgrätzer Str.  (Saarlandstr.) 75a,  Berlin",1920,1938,
Fotofex-Kameras Fritz Kaftanski,"Königgrätzer Str. 82,  Berlin",1929,1938,
Berlinische Immobilien-Kredit-Anstalt AG,"Königin-Augusta-Str. 13,  Berlin",1924,1938,
Hallesches Tor Grundstücksverwaltungs AG,"Königin-Augusta-Str. 20,  Berlin",1922,1936,1941
Julius Goldschmidt,"Königin-Augusta-Str. 20,  Berlin",1902,1937,
A. Alves Augusta Apotheke,"Königin-Augusta-Str. 22,  Berlin",1902,1937,
Hohenzollern Apotheke Siegfried Falk,"Königin-Augusta-Str. 50,  Berlin",1902,1936,
Josef Beiner,"Königin-Elisabeth-Str.  2,  Berlin",,,
Hohenstaufen Grundstücks-Verwaltungs-Gesellschaft mbH,"Königin-Elisabeth-Str. 50,  Berlin",1932,1926,
Westfälischer Metallhandel GmbH,"Königin-Elisabeth-Str. 53,  Berlin",1924,,
Bruno Lewald,"Königin-Luise-Str. 25,  Berlin",1927,1937,
Apotheke Dahlem-Dorf Martin Manheim,"Königin-Luise-Str. 38,  Berlin",1931,1936,1942
L. Philipp & Co,"Königsallee 31,  Berlin",1913,1938,
Walter Simon & Co GmbH,"Königsallee 37a,  Berlin",1931,1939,1940
Oscar Heimann & Co,"Königsallee 41,  Berlin",1901,1935,
M. Zmigrod,"Königsberger Str.  35,  Berlin",,,
Neue Apotheke Adolf Braunspan,"Königsberger Str. 21,  Berlin",1907,1936,
Isaac Spiegel,"Königsberger Str. 33,  Berlin",1908,1934,
Achtentuch & Grünberg,"Königsberger Str. 34,  Berlin",1930,1938,
Ladenbau-GmbH,"Königsberger Str. 7,  Berlin",1910,1938,1939
Möbelhaus Leo Kamil,"Königsberger Str. 7,  Berlin",1929,1938,
Radio-Haus Clou,"Königsstr.  55,  Berlin",,,
Philipp Feibusch,"Königstr.  38,  Berlin",,,
Willy Weissbart,"Königstr.  67,  Berlin",,,
Salberg,"Königstr. ,  Berlin",,,
Markus Reiter,"Königstr. 1/6,  Berlin",1923,1938,1939
Singer & Schlesinger,"Königstr. 1/6,  Berlin",1920,1938,
Rebecca Marcus Nachf.,"Königstr. 1/6,  Berlin",1904,1939,
Triumph Tuche GmbH,"Königstr. 16,  Berlin",1925,1938,
H. Kurniker,"Königstr. 17,  Berlin",1899,1939,1940
Tauber & Co,"Königstr. 19,  Berlin",1915,1935,
Alfred Hartbrodt,"Königstr. 19,  Berlin",1933,1938,
Leopold Buttermilch,"Königstr. 20/21,  Berlin",1913,1931,
Heinz Glückauf & Co,"Königstr. 20/21,  Berlin",1935,1939,
Hermann Heymann,"Königstr. 21,  Berlin",1899,1938,1940
Leopold Gadiel,"Königstr. 22/24,  Berlin",1908,1936,1937
Willy Kornblum,"Königstr. 22/24,  Berlin",1920,1939,
Hirschweh Gürtel- und Hosenträger-Fabrikation Magarete Hirschweh,"Königstr. 25/26,  Berlin",1926,1938,1940
Kurt Mosler,"Königstr. 25/26,  Berlin",1929,1934,1939
Bruck & Loewenstein,"Königstr. 25/26,  Berlin",1901,1937,
Leopold Cohnreich,"Königstr. 28/30,  Berlin",1901,1938,1939
Tabakwarenvertrieb Zentrum GmbH,"Königstr. 28/36,  Berlin",1931,1937,1937
"Vereinigte Geflügelimporteure Menck, Krüger, Berkmann GmbH","Königstr. 34/36,  Berlin",1929,1937,
Salomon & Co,"Königstr. 39,  Berlin",1919,1938,
Heimann Falk,"Königstr. 39,  Berlin",1900,1939,
A. Bieber & Sohn AG,"Königstr. 40,  Berlin",1922,1930,1933
Erich Oling & Co,"Königstr. 40,  Berlin",1919,1938,
Oscar Hein & Co,"Königstr. 40,  Berlin",1915,1938,
Albert Maier u. Co Fabrik für Knabenkleidung,"Königstr. 40,  Berlin",1921,1943,
Joseph Rosenstock,"Königstr. 41/42,  Berlin",1920,1939,1940
Neumann Hahn,"Königstr. 41/42,  Berlin",1900,,1939
S. & J. Cohn Damenconfektion,"Königstr. 41/42,  Berlin",1923,1941,
Adolf Lewin Uhrmacher und Juwelier GmbH,"Königstr. 43/44,  Berlin",1923,1934,
Bottina Schuhgesellschaft mbH,"Königstr. 43/44,  Berlin",1923,1938,
Otto Klausner GmbH,"Königstr. 43/44,  Berlin",1917,1938,
Emil Pick & Co,"Königstr. 45,  Berlin",1926,1938,
Siegfried Eisner,"Königstr. 46,  Berlin",1903,1940,
Hugo Rosenthal Textil-AG,"Königstr. 47,  Berlin",1924,1932,1934
Martin Rosenthal,"Königstr. 47,  Berlin",1912,1940,
Waldemar Caspari,"Königstr. 51,  Berlin",1904,1939,
Nathan Manne,"Königstr. 56/57,  Berlin",1911,1938,1942
Gebr. Grumach AG,"Königstr. 57a/59,  Berlin",1922,1938,
O. Lietzmann KG,"Königstr. 61/64,  Berlin",1902,1939,
L. Katz u. Cie,"Königstr. 62 b,  Berlin",1902,1938,
Nathan Edelstein,"Königstr. 62b,  Berlin",1924,1938,1939
Meiloch Kühl,"Königstr. 68,  Berlin",1922,1940,
Dlusniewski & Co,"Königstr. 76,  Berlin",1927,1941,
W. Frankl,"Königsweg  50,  Berlin",,,
Max Pollnow,"Königsweg 10,  Berlin",1921,1938,
Emil Weinwurm,"Königsweg 28,  Berlin",1931,1938,1938
Louis Philipsohn,"Königsweg 31,  Berlin",1899,1939,
Virginie Rosenberg,"Konstanzer Str.  16,  Berlin",,,
Cigarrenhaus Bartmann,"Konstanzer Str.  2,  Berlin",,,
Helga Mayer-Landauer,"Konstanzer Str.  2,  Berlin",,,
Maertin,"Konstanzer Str.  4,  Berlin",,,
Robert Herde,"Konstanzer Str.  54,  Berlin",,,
Geschw. Jacks,"Konstanzer Str.  6,  Berlin",,,
Krüger & Strauß,"Konstanzer Str.  6,  Berlin",,,
Familienheim,"Konstanzer Str.  7,  Berlin",,,
David Katz,"Konstanzer Str. 11,  Berlin",1901,1936,
Berthold Rosenberg & Co,"Konstanzer Str. 53,  Berlin",1932,1939,
Sally Stenger,"Konstanzer Str. 56,  Berlin",1914,1938,
Adolf Sandheim,"Konstanzer Str. 60,  Berlin",1902,1937,
Wollenberg & Rachholz,"Konstanzer Str. 62,  Berlin",1924,1938,
Julius Autor,"Konstanzer Str. 63,  Berlin",1923,1938,
Julius Linnemann,"Konstanzer Str. 7,  Berlin",1903,1935,
Leo Bernhardt,"Konstanzerstr. 4,  Berlin",1919,1939,
Leiser Nowikas Immobilien,"Konstanzerstr. 58,  Berlin",1929,1940,
Paul Pniower,"Köpenicker Chaussee 31,  Berlin",1902,1937,
Lunda Metallgesellschaft mbH,"Köpenicker Str 33,  Berlin",1922,1939,
Paul Brandel,"Köpenicker Str.  108,  Berlin",,,
"Erna Marcus, in Firma Arthur Aron","Köpenicker Str.  111,  Berlin",,,
Adolph Kirchner,"Köpenicker Str.  114,  Berlin",,,
"Sally Weil, Carlsbader Feinbäckerei","Köpenicker Str.  114,  Berlin",,,
Auto-Karfunkel,"Köpenicker Str.  180,  Berlin",,,
"Albert Kaufmann, Sachverständiger der Handelskammer","Köpenicker Str.  39,  Berlin",,,
"Alma Polajewer, in Firma Wäsche-Verleih ""Propre""""""","Köpenicker Str.  63,  Berlin",,,
Alfons Tausk,"Köpenicker Str.  74,  Berlin",,,
I. Zimet & Co,"Köpenicker Str. 102,  Berlin",1921,1934,
Marcus Fleischmann,"Köpenicker Str. 105,  Berlin",1912,1938,
B. Goldberg,"Köpenicker Str. 107,  Berlin",1901,1936,
Martin Pollak,"Köpenicker Str. 108,  Berlin",1913,1938,1940
Ruben & Bielefeld,"Köpenicker Str. 108,  Berlin",1901,1937,1939
Gebr. Scherk GmbH,"Köpenicker Str. 108,  Berlin",1923,1937,
Holzplatten-Import-Gesellschaft Brown & Rosenblum,"Köpenicker Str. 108,  Berlin",1911,1938,
M. Hamburger,"Köpenicker Str. 108,  Berlin",1900,1938,
C. Gregurke,"Köpenicker Str. 108,  Berlin",1904,1940,
Landsberger & Bazar,"Köpenicker Str. 108a,  Berlin",1908,1939,
Moritz Blasbalg Ball- und Luxus-Schuhfabrik,"Köpenicker Str. 109,  Berlin",1915,1931,
Arthur Heymann,"Köpenicker Str. 109a,  Berlin",1902,1936,
Martin Striem,"Köpenicker Str. 109a,  Berlin",1935,1939,
Isak Kleiner,"Köpenicker Str. 10a,  Berlin",1919,1933,1937
Braack & Rosenzweig,"Köpenicker Str. 11,  Berlin",1920,1938,
Max Hesse Industriedruck,"Köpenicker Str. 110,  Berlin",1927,1936,
E. & F. Liepmann,"Köpenicker Str. 110a,  Berlin",1911,1941,
Gebrüder Levinstein,"Köpenicker Str. 111,  Berlin",1901,1937,
Ewaco Emil Wassermann & Co,"Köpenicker Str. 111,  Berlin",1931,1938,
Adolf Bergmann Metallwarenfabrik,"Köpenicker Str. 111,  Berlin",1936,1939,
Albert Alexander,"Köpenicker Str. 111,  Berlin",1900,1939,
Arthur Rehn & Co,"Köpenicker Str. 113,  Berlin",1918,1939,1942
Regenmäntelfabrik S. Silberstein   S. Silberstein & Co AG,"Köpenicker Str. 113,  Berlin",1923,1932,
Regenmäntelfabrik S. Silberstein & Co GmbH,"Köpenicker Str. 113,  Berlin",1932,1936,
Hugo Sensch,"Köpenicker Str. 113,  Berlin",1900,1938,
Buck & Co,"Köpenicker Str. 113,  Berlin",1920,1939,
Max Hirsch & Co,"Köpenicker Str. 114,  Berlin",1902,,1939
Norddeutsche Celluloidwaren-Fabrik H. & M. Hirsch,"Köpenicker Str. 114,  Berlin",1928,1939,
