"business_name","Address","Founded / Registration Date","Erloschen / Took possesion","Expiration Date","category"
"Philipp & Co","Münzstr. 3,  Berlin","1903","1937.0","","textiles and clothing"
"Ferd. Schach & Co","Münzstr. 4,  Berlin","1909","1933.0","","leather and shoes"
"Josef Sand","Münzstr. 4,  Berlin","1921","1937.0","","textiles and clothing"
"Berliner Plan- u. Decken-Fabrik Siegfried Lewin","Münzstr. 4,  Berlin","1926","1940.0","","household goods"
"Siegfried Kosak & Co","Münzstr. 4,  Berlin","1922","1940.0","","Nahrungs- und Genussmittel"
"Max Müller Uhrmacher","Münzstr. 5,  Berlin","1903","1939.0","","jewelry and precious metals"
"Richard Herrnstadt","Münzstr. 5,  Berlin","1923","1942.0","","leather and shoes"
"Zellermayer & Bauer","Münzstr. 7,  Berlin","1924","1930.0","1932.0","textiles and clothing"
"Samuel Spira","Muskauer Str. 13,  Berlin","1918","1932.0","","Nahrungs- und Genussmittel"
"Edgar Caro","Nachodstr.  20,  Berlin","","","",""
"Ilse Caro","Nachodstr.  20,  Berlin","","","",""
"Max Todtenkopf","Nachodstr. 17,  Berlin","1909","1938.0","","Nahrungs- und Genussmittel"
"Oppenheim & Hausen","Nachodstr. 26,  Berlin","1900","1936.0","","textiles and clothing"
"Gebrüder Brock Bankgeschäft","Nachodstr. 27,  Berlin","1924","1931.0","","banks and insurance"
"Chemische Fabrik Kebbel GmbH","Nalepastr. 10,  Berlin","1910","1933.0","","chemicals and pharmaceuticals"
"Chemisch-wissenschaftliches Laboratorium Dr. Fraenkel u. Dr. Landau","Nalepastr. 208,  Berlin","1919","1939.0","1939.0","chemicals and pharmaceuticals"
"Siegbert Lewin","Nassauische Str.  21,  Berlin","","","","textiles and clothing"
"Selma Jedwab","Nassauische Str.  32,  Berlin","","","",""
"Siegmund Keßler","Nassauische Str. 13/14,  Berlin","1908","1938.0","","banks and insurance"
"Leopold Danielsohn","Nassauische Str. 14,  Berlin","1922","1938.0","","textiles and clothing"
"Louis Herzfeld","Nassauische Str. 22,  Berlin","1914","1935.0","","other"
"Astoria Grundstücksgesellschaft mbH","Nassauische Str. 25,  Berlin","1910","1937.0","","real estate"
"Salo Rokach","Nassauische Str. 25,  Berlin","1923","1938.0","","chemicals and pharmaceuticals"
"Halperna Louis Halpern","Nassauische Str. 36,  Berlin","1926","1937.0","","chemicals and pharmaceuticals"
"Gebr. Dann","Nassauische Str. 47,  Berlin","1926","1939.0","","Nahrungs- und Genussmittel"
"Lucie Baer, Seifengroßhandlung","Nassauische Str. 87,  Berlin","1934","1938.0","1939.0","chemicals and pharmaceuticals"
"Möbel-Gryzb","Neanderstr.  11,  Berlin","","","","Möbel"
"Rohde & Schulz","Neanderstr. 11a,  Berlin","1904","1937.0","","paper and paper goods"
"S. Abraham jr.","Neanderstr. 12,  Berlin","1901","1934.0","","metals and metal goods"
"Gutmann & Möller","Neanderstr. 12,  Berlin","1927","1940.0","","electrical goods"
"Neander Apotheke Conrad Fischel","Neanderstr. 29,  Berlin","1902","1933.0","","pharmacies"
"J. Pakuscher","Neanderstr. 3,  Berlin","1900","1936.0","","publishing and printing"
"Leo Brauner","Neanderstr. 3,  Berlin","1922","1939.0","","textiles and clothing"
"Robert Reno & Co","Neanderstr. 31,  Berlin","1913","1941.0","","machines, motor vehicles & technical articles"
"Moritz Vortrefflich","Neanderstr. 37,  Berlin","1924","1938.0","","textiles and clothing"
"Fuß & Sydower","Neanderstr. 38,  Berlin","1919","","","textiles and clothing"
"R. Sachs GmbH","Neanderstr. 4,  Berlin","1916","1936.0","","electrical goods"
"Friedrich Wilhelm Maas & Co GmbH","Neanderstr. 4,  Berlin","1930","1941.0","","leather and shoes"
"Arthur Klein","Neckarstr. 1,  Berlin","1920","1939.0","","Nahrungs- und Genussmittel"
"Mühlenau Boden-AG","Nelkenstr. 3,  Berlin","1924","","","real estate"
"Brunhilde Dorloff","Nestorstr.  35,  Berlin","","","","construction materials and fuel"
"Rudolf Kiefel","Nestorstr.  39,  Berlin","","","","Maschinen und Fahrzeuge, technische Artikel"
"Hugo Riegner","Nestorstr. 1,  Berlin","1925","1938.0","","Nahrungs- und Genussmittel"
"Jacob Liebermann","Nestorstr. 1,  Berlin","1926","1938.0","","banks and insurance"
"Anikst & Co Warenvertriebsgesellschaft mbH","Nestorstr. 11,  Berlin","1921","1939.0","1940.0","other"
"Max Finkelstein u. Co Kohlenhandels-GmbH","Nestorstr. 2,  Berlin","1933","1939.0","","construction materials and fuel"
"Herbert Michel","Nestorstr. 6,  Berlin","1926","1936.0","","Nahrungs- und Genussmittel"
"Schmerzier & Sohn ( Schmerzler & Sohn)","Nettelbeckstr.  24,  Berlin","","","","textiles and clothing"
"Franz Seeliger Buchhandlung und Antiquariat","Nettelbeckstr. 22,  Berlin","1909","1937.0","","books and art"
"David Alpern","Nettelbeckstr. 24,  Berlin","1920","1940.0","","retail shops and department stores"
"Weichselaue Grundstücks-GmbH","Nettelbeckstr. 24,  Berlin","1922","1938.0","","real estate"
"Atelier Pein-Baruch Frau Emma Baruch","Nettelbeckstr. 5,  Berlin","1924","1937.0","","textiles and clothing"
"Broni Teichberg","Nettelbeckstr. 7/8,  Berlin","1934","1938.0","1940.0","textiles and clothing"
"Bernhard Wolkowitz","Nettelbeckstr. 7/8,  Berlin","1928","1937.0","","Nahrungs- und Genussmittel"
"Moritz Schereck","Nettelbeckstr. 9,  Berlin","1923","1937.0","","banks and insurance"
"Herta Salomon, Salon Herta","Neue Ansbacher Str.  14,  Berlin","","","","chemicals and pharmaceuticals"
"Leo Manasse","Neue Ansbacher Str.  3,  Berlin","","","","textiles and clothing"
"Pension Ascher","Neue Ansbacher Str.  5,  Berlin","","","",""
"Susanne Riegner","Neue Ansbacher Str.  6,  Berlin","","","","textiles and clothing"
"Henriette Frischer","Neue Ansbacher Str.  9,  Berlin","","","","restaurants"
"Rosenthal & Jacobsohn","Neue Ansbacher Str. 11,  Berlin","1902","1935.0","","textiles and clothing"
"Albert Deutz","Neue Ansbacher Str. 11,  Berlin","1924","1938.0","","banks and insurance"
"W. Just","Neue Ansbacher Str. 12a,  Berlin","1923","1939.0","","Nahrungs- und Genussmittel"
"Domus Häusergesellschaft mbH","Neue Ansbacher Str. 19,  Berlin","1922","1938.0","","real estate"
"Eisen-Union AG","Neue Ansbacher Str. 7,  Berlin","1924","1937.0","","metals and metal goods"
"Norddeutsche Eisengesellschaft AG","Neue Ansbacher Str. 7,  Berlin","1923","1938.0","","metals and metal goods"
"Alpo-Leder-Company GmbH","Neue Ansbacher Str. 9,  Berlin","1932","1939.0","","leather and shoes"
"Eisladen der Senta Reibach-Ruß","Neue Ansbacher Str. 9,  Berlin","","","",""
"Grundstücksgesellschaft Schönfried mbH","Neue Bayreuther Str. 8,  Berlin","1922","1936.0","","real estate"
"Nachfolger C. Boas","Neue Friedrichstr.  69,  Berlin","","","","publishing and printing"
"Max Brisgelski","Neue Friedrichstr.  72,  Berlin","","","","textiles and clothing"
"Benno Lobsenzer","Neue Friedrichstr. 1,  Berlin","1911","1939.0","","leather and shoes"
"Gebr. Preschel Herrenkleider-Fabrik","Neue Friedrichstr. 11,  Berlin","1928","1938.0","1939.0","textiles and clothing"
"Itzig Swerdlin Sackgroßhandlung","Neue Friedrichstr. 11,  Berlin","1925","1938.0","1939.0","household goods"
"Franz Fei & Noack","Neue Friedrichstr. 2,  Berlin","1903","1938.0","1939.0","textiles and clothing"
"Adler & Oppenheimer AG","Neue Friedrichstr. 2,  Berlin","1872","1938.0","","leather and shoes"
"Hugo Wolffheim & Co","Neue Friedrichstr. 2,  Berlin","1915","1939.0","","leather and shoes"
"Hein, Wilde & Co","Neue Friedrichstr. 21a,  Berlin","1908","1938.0","1940.0","textiles and clothing"
"Leopold Held","Neue Friedrichstr. 21a,  Berlin","1919","1939.0","","textiles and clothing"
"Artur Kreisberg","Neue Friedrichstr. 22,  Berlin","1935","1939.0","","textiles and clothing"
"S. Kant","Neue Friedrichstr. 22,  Berlin","1901","1939.0","","textiles and clothing"
"Arthur Abraham","Neue Friedrichstr. 22a,  Berlin","1919","1939.0","","textiles and clothing"
"Heß & Bauchwitz AG","Neue Friedrichstr. 23,  Berlin","1922","1937.0","1937.0","leather and shoes"
"Leopold Bauchwitz","Neue Friedrichstr. 23,  Berlin","1900","1934.0","","textiles and clothing"
"Fritz Rosenberg & Co","Neue Friedrichstr. 23,  Berlin","1920","1939.0","","textiles and clothing"
"Kühlhallen-Kraftwerk GmbH","Neue Friedrichstr. 23,  Berlin","1904","1939.0","","machines, motor vehicles & technical articles"
"Hugo Feder","Neue Friedrichstr. 23,  Berlin","1920","1940.0","","leather and shoes"
"Max Hirsch, Wäschefabrik","Neue Friedrichstr. 23,  Berlin","1920","1940.0","","textiles and clothing"
"Eichenwald & Co","Neue Friedrichstr. 23,  Berlin","1920","1941.0","","textiles and clothing"
"Gebrüder Abrahamsohn","Neue Friedrichstr. 2a,  Berlin","1901","1938.0","","banks and insurance"
"Reinhold Grün Leder-Abfälle und Ausrüstungsbedarf","Neue Friedrichstr. 3,  Berlin","1934","1938.0","1939.0","used goods"
"Nathan Flatauer","Neue Friedrichstr. 3,  Berlin","1907","1938.0","","textiles and clothing"
"Michael Zilker Ledergroßhandlung","Neue Friedrichstr. 3,  Berlin","1928","1939.0","","leather and shoes"
"Hermann Eisner Moderne Herren-Bekleidung für Beamte u. Angestellte","Neue Friedrichstr. 35,  Berlin","1927","1940.0","1943.0","textiles and clothing"
"Wäschefabrik Sally Cohn","Neue Friedrichstr. 36,  Berlin","1907","1936.0","","textiles and clothing"
"Berliner Knopfmanufaktur Tietz & Co GmbH","Neue Friedrichstr. 36,  Berlin","1926","1937.0","","textiles and clothing"
"H. M. Dobrin & Sohn","Neue Friedrichstr. 36,  Berlin","1902","1938.0","","publishing and printing"
"Ignatz Meumann","Neue Friedrichstr. 36,  Berlin","1903","1938.0","","textiles and clothing"
"Hartmann & Klempner","Neue Friedrichstr. 36,  Berlin","1932","1940.0","","textiles and clothing"
"S. Strenger","Neue Friedrichstr. 36,  Berlin","","","","textiles and clothing"
"H. Ruben Filiale Berlin","Neue Friedrichstr. 37,  Berlin","1901","1938.0","1940.0","textiles and clothing"
"Louis Cohn","Neue Friedrichstr. 37,  Berlin","1902","1933.0","","textiles and clothing"
"Erich Felix Import Kommission Obst Gemüse Südfrüchte","Neue Friedrichstr. 37,  Berlin","1933","1937.0","","Nahrungs- und Genussmittel"
"Bernhard Feiler","Neue Friedrichstr. 37,  Berlin","1902","1938.0","","textiles and clothing"
"Isaac Joseph","Neue Friedrichstr. 37,  Berlin","1902","1938.0","","leather and shoes"
"Silbermann & Co GmbH","Neue Friedrichstr. 37,  Berlin","1922","1938.0","","textiles and clothing"
"Tuch & Co","Neue Friedrichstr. 37,  Berlin","1937","1938.0","","leather and shoes"
"Max Waldstein","Neue Friedrichstr. 37,  Berlin","1926","1939.0","","textiles and clothing"
"J. Jurke & Co","Neue Friedrichstr. 37,  Berlin","1902","1941.0","","textiles and clothing"
"Machol & Lewin","Neue Friedrichstr. 37,  Berlin","1901","1939.0","","textiles and clothing"
"Hera Textil Herbert Altmann","Neue Friedrichstr. 38,  Berlin","1933","1940.0","","textiles and clothing"
"Berliner Schirm-Fabrik Eugen Lichtenstein","Neue Friedrichstr. 38/39,  Berlin","1887","1939.0","","textiles and clothing"
"Lax, Herzberg & Co","Neue Friedrichstr. 38/40,  Berlin","1933","1939.0","1940.0","textiles and clothing"
"Krawatten-Union Rewald & Greiffenhagen, Berenhaut & Anker KG","Neue Friedrichstr. 38/40,  Berlin","1901","","1940.0","textiles and clothing"
"Julius Joseph & Co","Neue Friedrichstr. 38/40,  Berlin","1901","1939.0","1939.0","textiles and clothing"
"M. Hannes-Selmar Cohn GmbH","Neue Friedrichstr. 38/40,  Berlin","1931","","1939.0","textiles and clothing"
"Herrko Salis & Matthias","Neue Friedrichstr. 38/40,  Berlin","1923","1934.0","","textiles and clothing"
"Lax & Löwenstein","Neue Friedrichstr. 38/40,  Berlin","1902","1934.0","","textiles and clothing"
"Josef Baermann & Co","Neue Friedrichstr. 38/40,  Berlin","1935","1936.0","","textiles and clothing"
"Berliner Schirm-Manufactur Lichtenstein & Co","Neue Friedrichstr. 38/40,  Berlin","1887","1938.0","","textiles and clothing"
"Martin Friedländer & Co","Neue Friedrichstr. 38/40,  Berlin","1937","1938.0","",""
"Heinrich Hanauer","Neue Friedrichstr. 38/40,  Berlin","1934","1939.0","","textiles and clothing"
"Hermann Jacobson","Neue Friedrichstr. 38/40,  Berlin","1902","1939.0","","paper and paper goods"
"Jordan & Blumenfeld","Neue Friedrichstr. 38/40,  Berlin","1901","1939.0","","textiles and clothing"
"Max Luft","Neue Friedrichstr. 38/40,  Berlin","1901","1939.0","","retail shops and department stores"
"Max Unger jr.","Neue Friedrichstr. 38/40,  Berlin","1901","1939.0","","textiles and clothing"
"Oesterreichisch-Ungarische Gummischuh-Manufactur-Compagnie ""Monopol"" Max Scherer & Co","Neue Friedrichstr. 38/40,  Berlin","1903","1939.0","","leather and shoes"
"Paul Jacoby junr.","Neue Friedrichstr. 38/40,  Berlin","1914","1939.0","","Nahrungs- und Genussmittel"
"Alfred Zentler AG","Neue Friedrichstr. 38/40,  Berlin","1922","1940.0","","textiles and clothing"
"S. Weinstock & Co GmbH","Neue Friedrichstr. 38/40,  Berlin","1929","1940.0","","textiles and clothing"
"Eugen Freudenthal","Neue Friedrichstr. 38/40,  Berlin","1917","1941.0","","leather and shoes"
"Bialer & Co","Neue Friedrichstr. 38/40,  Berlin","1925","1942.0","","textiles and clothing"
"Albert Lipschütz","Neue Friedrichstr. 38/49,  Berlin","1913","1939.0","","textiles and clothing"
"Josef Juliusburger","Neue Friedrichstr. 4,  Berlin","1903","1938.0","","Möbel"
"Paul Meyer Inh. Rudolf Meyer","Neue Friedrichstr. 4,  Berlin","1904","1940.0","","textiles and clothing"
"Samuel Baum","Neue Friedrichstr. 43,  Berlin","1931","1937.0","","textiles and clothing"
"Herrmann & Co Lederfabrik-Niederlage","Neue Friedrichstr. 43,  Berlin","1921","1938.0","","leather and shoes"
"R. Einhorn u. Co Herrenkleider-Fabrik","Neue Friedrichstr. 43,  Berlin","1935","1939.0","","textiles and clothing"
"A. & B. Elkisch","Neue Friedrichstr. 44,  Berlin","1870","1930.0","1938.0","textiles and clothing"
"Herren- und Knabenbekleidung Rekord Spiegel & Co","Neue Friedrichstr. 44,  Berlin","1933","1941.0","","textiles and clothing"
"David & Co","Neue Friedrichstr. 44,  Berlin","1901","1943.0","","Möbel"
"Hermann Jacoby Nf.","Neue Friedrichstr. 45,  Berlin","1901","1938.0","","Nahrungs- und Genussmittel"
"Ad. Goldschmidt","Neue Friedrichstr. 45,  Berlin","1902","1939.0","","Nahrungs- und Genussmittel"
"Willy Baron","Neue Friedrichstr. 45,  Berlin","1919","1940.0","","textiles and clothing"
"Georg Seidentopf & Co","Neue Friedrichstr. 45,  Berlin","1915","","","leather and shoes"
"Chiel Goldmann","Neue Friedrichstr. 47,  Berlin","1928","1932.0","","textiles and clothing"
"Goldmann & Kuttner GmbH","Neue Friedrichstr. 47,  Berlin","1924","1936.0","","textiles and clothing"
"Willy Cale","Neue Friedrichstr. 47,  Berlin","1919","1936.0","","banks and insurance"
"Leopold Karp","Neue Friedrichstr. 47,  Berlin","1923","1937.0","","banks and insurance"
"S. Jourdan","Neue Friedrichstr. 47,  Berlin","1893","1940.0","","paper and paper goods"
"Max Kann","Neue Friedrichstr. 48,  Berlin","1903","1944.0","1945.0","leather and shoes"
"Hans Segall","Neue Friedrichstr. 48,  Berlin","1903","1939.0","","household goods"
"Meyerhof & Co","Neue Friedrichstr. 48,  Berlin","1924","1939.0","","textiles and clothing"
"C. Schönlicht","Neue Friedrichstr. 49,  Berlin","1904","1937.0","","banks and insurance"
"Armand Wolfsohn","Neue Friedrichstr. 49,  Berlin","1921","1939.0","","jewelry and precious metals"
"Heinrich Kohl","Neue Friedrichstr. 5,  Berlin","1916","1938.0","","construction materials and fuel"
"Rohprodukten-Verwertung Georg und Bruno Cohn","Neue Friedrichstr. 5/8,  Berlin","1938","1940.0","","Nahrungs- und Genussmittel"
"Paul Valentin","Neue Friedrichstr. 51/52,  Berlin","1923","1933.0","","banks and insurance"
"Richard Landsberger","Neue Friedrichstr. 53/56,  Berlin","1901","1935.0","","banks and insurance"
"Udo Simon","Neue Friedrichstr. 53/56,  Berlin","1902","1935.0","","banks and insurance"
"Arthur Abrahamsohn","Neue Friedrichstr. 53/56,  Berlin","1923","1938.0","","banks and insurance"
"Franz Landsberger","Neue Friedrichstr. 56/58,  Berlin","1904","1938.0","","banks and insurance"
"Fritz Saalfeld","Neue Friedrichstr. 59,  Berlin","1927","1933.0","","banks and insurance"
"Leo Habermann","Neue Friedrichstr. 59,  Berlin","1911","1937.0","","textiles and clothing"
"Siegrfried Heymann","Neue Friedrichstr. 59,  Berlin","1925","1938.0","","banks and insurance"
"Walter Kronenberg","Neue Friedrichstr. 59,  Berlin","1920","1938.0","","banks and insurance"
"Arthur Friedmann","Neue Friedrichstr. 59,  Berlin","1920","1939.0","","other"
"M. Poppelauer","Neue Friedrichstr. 59,  Berlin","1903","1941.0","","books and art"
"Louis Lamm","Neue Friedrichstr. 61/63,  Berlin","1903","1937.0","","books and art"
"J. Levy & Sohn","Neue Friedrichstr. 61/63,  Berlin","1936","1939.0","","textiles and clothing"
"Ferdinand Grünebaum","Neue Friedrichstr. 64/65,  Berlin","1904","1939.0","1939.0","leather and shoes"
"Gebr. Jüttner","Neue Friedrichstr. 65,  Berlin","1931","1939.0","","textiles and clothing"
"Berliner Krawattenfabrik Herz GmbH","Neue Friedrichstr. 65/66,  Berlin","1929","1938.0","1939.0","textiles and clothing"
"Herbert Hauer Fabrikation von Gummimänteln","Neue Friedrichstr. 65/66,  Berlin","1934","1939.0","1939.0","textiles and clothing"
"Artur Okonski, Schuhgroßhandlung","Neue Friedrichstr. 65/66,  Berlin","1938","1939.0","","leather and shoes"
"Siegfried Maerzon","Neue Friedrichstr. 65/66,  Berlin","1924","1942.0","","textiles and clothing"
"Carl Engel & Co","Neue Friedrichstr. 69,  Berlin","1926","1939.0","1939.0","textiles and clothing"
"Jakob Gesang","Neue Friedrichstr. 69,  Berlin","1921","1938.0","","books and art"
"S. Loewenstein & Co","Neue Friedrichstr. 69,  Berlin","1910","1939.0","","textiles and clothing"
"Herren-Kleider-Fabrik Samuel Schwartzkopf","Neue Friedrichstr. 69,  Berlin","1923","1941.0","","textiles and clothing"
"Betty Baran, Wäsche- und Baumwollwaren engros","Neue Friedrichstr. 71,  Berlin","1938","1939.0","","textiles and clothing"
"Max Rawitz Nachf.","Neue Friedrichstr. 72,  Berlin","1909","1939.0","","textiles and clothing"
"Julius Lewinnek","Neue Friedrichstr. 77,  Berlin","1906","1939.0","","textiles and clothing"
"Leo-Michel Weiss","Neue Friedrichstr. 77,  Berlin","1936","1940.0","","leather and shoes"
"M. Rudnik GmbH","Neue Friedrichstr. 77,  Berlin","1929","1941.0","","Nahrungs- und Genussmittel"
"Schreiber & Ligum Fruchtimport GmbH","Neue Friedrichstr. 78,  Berlin","1929","1937.0","1940.0","Nahrungs- und Genussmittel"
"Carl Weil","Neue Friedrichstr. 78,  Berlin","1924","1938.0","1939.0","textiles and clothing"
"Geflügel-Mastanstalt Wriezen GmbH","Neue Friedrichstr. 78,  Berlin","1925","1935.0","","Nahrungs- und Genussmittel"
"Bodengesellschaft Berlin-Lankwitz mbH","Neue Friedrichstr. 79,  Berlin","1934","1937.0","","real estate"
"D. Arndt","Neue Friedrichstr. 79a,  Berlin","1900","1938.0","1938.0","textiles and clothing"
"M. Wilde","Neue Friedrichstr. 79a,  Berlin","1902","1936.0","","textiles and clothing"
"Gustav Eisenstädt","Neue Friedrichstr. 9,  Berlin","1914","1939.0","","textiles and clothing"
"Wenck & Neukircher","Neue Friedrichstr. 9/10,  Berlin","1919","1938.0","1940.0","leather and shoes"
"M. G. Posner","Neue Friedrichstr. 9/10,  Berlin","1902","1938.0","","paper and paper goods"
